DATE,USALORSGPNOSTSAM
1976-01-01,98.7770454286687
1976-02-01,98.9760327992805
1976-03-01,99.1055102330632
1976-04-01,99.1665647320438
1976-05-01,99.1708858881433
1976-06-01,99.1347996518812
1976-07-01,99.0771855452442
1976-08-01,99.0165912279684
1976-09-01,98.9698271513157
1976-10-01,98.9507172240084
1976-11-01,98.9713601150592
1976-12-01,99.0413171634001
1977-01-01,99.1638476201263
1977-02-01,99.3376840829214
1977-03-01,99.554868255722
1977-04-01,99.7947097770515
1977-05-01,100.030029020873
1977-06-01,100.231701749994
1977-07-01,100.373517147727
1977-08-01,100.437358998049
1977-09-01,100.422583679886
1977-10-01,100.36071573118
1977-11-01,100.299569066143
1977-12-01,100.290900836188
1978-01-01,100.378416889501
1978-02-01,100.588744421288
1978-03-01,100.91539969132
1978-04-01,101.315423472375
1978-05-01,101.725144477051
1978-06-01,102.092765438232
1978-07-01,102.392312963662
1978-08-01,102.62126418259
1978-09-01,102.784511991553
1978-10-01,102.883258030512
1978-11-01,102.915987736075
1978-12-01,102.884250843009
1979-01-01,102.803294847332
1979-02-01,102.693469493291
1979-03-01,102.575416950583
1979-04-01,102.467649293817
1979-05-01,102.383525092311
1979-06-01,102.327785843363
1979-07-01,102.291647298739
1979-08-01,102.259250050008
1979-09-01,102.2128683296
1979-10-01,102.138047017866
1979-11-01,102.019849352032
1979-12-01,101.841387845314
1980-01-01,101.585701889367
1980-02-01,101.243463970502
1980-03-01,100.826164756591
1980-04-01,100.385094240237
1980-05-01,99.9870191317978
1980-06-01,99.6924705224254
1980-07-01,99.5318906763435
1980-08-01,99.5145976471441
1980-09-01,99.627717051718
1980-10-01,99.8412901977982
1980-11-01,100.10967344113
1980-12-01,100.382475440554
1981-01-01,100.611729976199
1981-02-01,100.761579987598
1981-03-01,100.821133682518
1981-04-01,100.80855417245
1981-05-01,100.755027890345
1981-06-01,100.679552063206
1981-07-01,100.566712702206
1981-08-01,100.385668360987
1981-09-01,100.111615599603
1981-10-01,99.7516465036694
1981-11-01,99.3305704758152
1981-12-01,98.8827281835741
1982-01-01,98.4481838393447
1982-02-01,98.0619527100981
1982-03-01,97.7425352978685
1982-04-01,97.4770625284751
1982-05-01,97.2413293515034
1982-06-01,97.015275386053
1982-07-01,96.7958797990437
1982-08-01,96.5927272568411
1982-09-01,96.4229350897336
1982-10-01,96.3047663142044
1982-11-01,96.2568786639186
1982-12-01,96.293627582691
1983-01-01,96.4150020032969
1983-02-01,96.6146641309072
1983-03-01,96.8813882872989
1983-04-01,97.1943714051002
1983-05-01,97.5321592951382
1983-06-01,97.8778659804547
1983-07-01,98.222231058947
1983-08-01,98.5612296132665
1983-09-01,98.8932786741378
1983-10-01,99.2163276571345
1983-11-01,99.5274822035284
1983-12-01,99.8228283610569
1984-01-01,100.097683987936
1984-02-01,100.345789962201
1984-03-01,100.559585703568
1984-04-01,100.732050182981
1984-05-01,100.856826366603
1984-06-01,100.930998037302
1984-07-01,100.960977331035
1984-08-01,100.956734568746
1984-09-01,100.928982058814
1984-10-01,100.888652853994
1984-11-01,100.84520157428
1984-12-01,100.805706002265
1985-01-01,100.77409869231
1985-02-01,100.753174984511
1985-03-01,100.745930397526
1985-04-01,100.756041447554
1985-05-01,100.785675702267
1985-06-01,100.83199280134
1985-07-01,100.882175327365
1985-08-01,100.920516680808
1985-09-01,100.935138019033
1985-10-01,100.925463536231
1985-11-01,100.895782333622
1985-12-01,100.850545624641
1986-01-01,100.791125256204
1986-02-01,100.717710734276
1986-03-01,100.632232784959
1986-04-01,100.542293859209
1986-05-01,100.456344589012
1986-06-01,100.379293392584
1986-07-01,100.307944544442
1986-08-01,100.236192011973
1986-09-01,100.159821118274
1986-10-01,100.08136533608
1986-11-01,100.007034749893
1986-12-01,99.9439112044513
1987-01-01,99.8969708964037
1987-02-01,99.8696705983747
1987-03-01,99.8634601589832
1987-04-01,99.8759744533841
1987-05-01,99.9046268064373
1987-06-01,99.9489171076779
1987-07-01,100.011654749641
1987-08-01,100.095112155731
1987-09-01,100.195937144319
1987-10-01,100.298639588301
1987-11-01,100.385218055942
1987-12-01,100.444716918313
1988-01-01,100.483987241141
1988-02-01,100.51664321707
1988-03-01,100.553580201982
1988-04-01,100.594121750353
1988-05-01,100.633246720034
1988-06-01,100.668650511466
1988-07-01,100.708006886335
1988-08-01,100.762150497753
